(0-0)+0=0;(1*1)-1=1
(3-0)*(3-2)=3;(4*1)/(4*3)=4
(4+1)+(4-0)=9;(5-2)-(5*1)=0
(0+1)*(3-3)=0;(1-2)/(4*4)=1
(0*1)+(0*3)=0;(1/2)-(1/4)=1
(2+1)+(3-0)=6;(3-2)-(4*1)=7
(0*1)*(1-3)=0;(1/2)/(2*4)=1
(2+0)*(1-1)=0;(3-1)/(2*2)=1
(3+2)+(4*2)=13;(4-3)-(5/3)=24
(0+1)+(1+0)=2;(1-2)-(2-1)=3
(3-0)+(4-2)=5;(4*1)-(5*3)=6
(0-2)+(4+4)=6;(1*3)-(5-5)=7
(3+2)*(2*0)=0;(4-3)/(3/1)=1
(0*2)+(0+2)=2;(1/3)-(1-3)=3
(1-3)*(0*2)=0;(2*4)/(1/3)=1
(4*3)*(3+2)=60;(5/4)/(4-3)=71
(2*3)-(4*0)=6;(3/4)*(5/1)=7
(0+3)-(4-3)=2;(1-4)*(5*4)=3
3*(3*2)=18;4/(4/3)=29
(1+2)+(0-3)=0;(2-3)-(1*4)=1
(3*3)-(2+1)=6;(4/4)*(3-2)=7
(3*0)+(3+3)=6;(4/1)-(4-4)=7
(3+0)-(1-1)=3;(4-1)*(2*2)=4
(0-1)*(0*2)=0;(1*2)/(1/3)=1
0-(2-3)=1;1*(3*4)=2
(3-2)*3=3;(4*3)/4=4
(0*4)+(3*1)=3;(1/5)-(4/2)=4
(2+4)+(0-0)=6;(3-5)-(1*1)=7
(1+1)*(2+0)=4;(2-2)/(3-1)=5
(4-3)+(4-1)=4;(5*4)-(5*2)=5
4-(2*1)=2;5*(3/2)=3
(3+2)-(2+2)=1;(4-3)*(3-3)=2
(4*0)-(0-0)=0;(5/1)*(1*1)=1
(3-3)*(0-3)=0;(4*4)/(1*4)=1
(1+3)*(4+1)=20;(2-4)/(5-2)=31
(3-0)*4=12;(4*1)/5=23
(3+0)+(4+2)=9;(4-1)-(5-3)=0
(4*2)-(2*3)=2;(5/3)*(3/4)=3
(1+4)*(4-0)=20;(2-5)/(5*1)=31
(1-1)*(4*1)=0;(2*2)/(5/2)=1
(2+4)*(1*1)=6;(3-5)/(2/2)=7
(3+4)+(3*4)=19;(4-5)-(4/5)=20
(4+2)*(1+3)=24;(5-3)/(2-4)=35
(3*4)+(1-2)=11;(4/5)-(2*3)=22
(4*1)+(2+3)=9;(5/2)-(3-4)=0
(2+1)*(3+1)=12;(3-2)/(4-2)=23
4+(4-4)=4;5-(5*5)=5
(2+4)+(2*3)=12;(3-5)-(3/4)=23
(3+4)+3=10;(4-5)-4=21
(4+3)-(0*4)=7;(5-4)*(1/5)=8
(1-1)*(2*2)=0;(2*2)/(3/3)=1
(0+2)*(0*2)=0;(1-3)/(1/3)=1
(4*2)+2=10;(5/3)-3=21
(2-2)+(0+0)=0;(3*3)-(1-1)=1
(2-1)*2=2;(3*2)/3=3
(2*1)+(3+0)=5;(3/2)-(4-1)=6
(4+3)*(0*2)=0;(5-4)/(1/3)=1
(4+4)+(1-1)=8;(5-5)-(2*2)=9
(2*0)-(0*3)=0;(3/1)*(1/4)=1
4-(3-4)=5;5*(4*5)=6
(2-2)+(4-0)=4;(3*3)-(5*1)=5
0+1=1;1-2=2
(4*2)-(1-1)=8;(5/3)*(2*2)=9
(3+2)*(1+2)=15;(4-3)/(2-3)=26
(4-4)*(0*2)=0;(5*5)/(1/3)=1
(1-1)*(4*3)=0;(2*2)/(5/4)=1
(1*3)*(4-1)=9;(2/4)/(5*2)=0
(4+4)-(4+4)=0;(5-5)*(5-5)=1
(0+3)*(2*2)=12;(1-4)/(3/3)=23
(4+4)*(4*3)=96;(5-5)/(5/4)=07
(0+3)+(1+0)=4;(1-4)-(2-1)=5
(0*2)*(3*3)=0;(1/3)/(4/4)=1
(2*4)+(0+0)=8;(3/5)-(1-1)=9
(4*3)+4=16;(5/4)-5=27
(0+4)*(2*0)=0;(1-5)/(3/1)=1
(3+4)-(3-3)=7;(4-5)*(4*4)=8
(0+3)-(2+1)=0;(1-4)*(3-2)=1
3+(1+3)=7;4-(2-4)=8
(3*0)+(1+0)=1;(4/1)-(2-1)=2
(3*0)*(4-4)=0;(4/1)/(5*5)=1
(0+2)*(3-3)=0;(1-3)/(4*4)=1
(4*2)+(2-4)=6;(5/3)-(3*5)=7
(3+4)-(0+4)=3;(4-5)*(1-5)=4
(3*4)-(0-0)=12;(4/5)*(1*1)=23
(0*3)*(2*1)=0;(1/4)/(3/2)=1
(3*2)-(4+0)=2;(4/3)*(5-1)=3
(3*0)*(4+0)=0;(4/1)/(5-1)=1
(3*1)*(4*2)=24;(4/2)/(5/3)=35
(4*2)-(4-3)=7;(5/3)*(5*4)=8
(0*1)*(3-0)=0;(1/2)/(4*1)=1
(3+2)+(0+1)=6;(4-3)-(1-2)=7
(1+4)-(1+1)=3;(2-5)*(2-2)=4
(0+3)*(3-0)=9;(1-4)/(4*1)=0
(0+0)*(4+3)=0;(1-1)/(5-4)=1
(2+2)*(1*4)=16;(3-3)/(2/5)=27
3*(2+3)=15;4/(3-4)=26
(2*1)+(2+1)=5;(3/2)-(3-2)=6
(0+0)*(4-4)=0;(1-1)/(5*5)=1
(1*3)+(0+4)=7;(2/4)-(1-5)=8
2+(0*2)=2;3-(1/3)=3
(0-3)*(1-3)=6;(1*4)/(2*4)=7
(0+4)-0=4;(1-5)*1=5
(4*0)+(0-0)=0;(5/1)-(1*1)=1
(4-0)+(0*0)=4;(5*1)-(1/1)=5
(0*3)-(0+0)=0;(1/4)*(1-1)=1
(3-0)+(3-3)=3;(4*1)-(4*4)=4
(2-4)+(0+3)=1;(3*5)-(1-4)=2
(3-2)*(2+3)=5;(4*3)/(3-4)=6
(3*3)*(2+4)=54;(4/4)/(3-5)=65
(3+0)+(1+2)=6;(4-1)-(2-3)=7
(2+0)-(0-3)=5;(3-1)*(1*4)=6
(2*2)*(1*1)=4;(3/3)/(2/2)=5
(0+3)+(2-2)=3;(1-4)-(3*3)=4
(2*3)-1=5;(3/4)*2=6
(1*1)+(1-1)=1;(2/2)-(2*2)=2
(4*2)*(2-2)=0;(5/3)/(3*3)=1
(3*3)-(3+0)=6;(4/4)*(4-1)=7
(3*4)-(2+0)=10;(4/5)*(3-1)=21
(0-3)-(1-4)=0;(1*4)*(2*5)=1
(3*4)*(4-4)=0;(4/5)/(5*5)=1
(0*4)-(1*0)=0;(1/5)*(2/1)=1
(4*1)-(2-2)=4;(5/2)*(3*3)=5
1*(1*3)=3;2/(2/4)=4
(4-1)-(4-4)=3;(5*2)*(5*5)=4
(2+3)+(1-0)=6;(3-4)-(2*1)=7
(2-2)*(1-2)=0;(3*3)/(2*3)=1
(3*3)+(3*3)=18;(4/4)-(4/4)=29
(0+3)+(4*3)=15;(1-4)-(5/4)=26
(3-2)+(0+3)=4;(4*3)-(1-4)=5
(3*4)*(1*4)=48;(4/5)/(2/5)=59
(0-4)+(4*4)=12;(1*5)-(5/5)=23
(0-0)*(2+0)=0;(1*1)/(3-1)=1
2+(4+3)=9;3-(5-4)=0
(4+0)*(4+4)=32;(5-1)/(5-5)=43
0+(2+0)=2;1-(3-1)=3
(0+3)*(0*1)=0;(1-4)/(1/2)=1
(2-0)-(2-0)=0;(3*1)*(3*1)=1
(4*2)-(3+3)=2;(5/3)*(4-4)=3
(1+3)+(2-4)=2;(2-4)-(3*5)=3
(2*4)+(3+4)=15;(3/5)-(4-5)=26
(2+3)*(4*2)=40;(3-4)/(5/3)=51
(2*2)-(3*1)=1;(3/3)*(4/2)=2
(2+1)*(4*3)=36;(3-2)/(5/4)=47
3*(2+4)=18;4/(3-5)=29
(2+4)+(0*3)=6;(3-5)-(1/4)=7
(0*0)-(0*3)=0;(1/1)*(1/4)=1
(2-1)*(1*1)=1;(3*2)/(2/2)=2
(2-0)*(1*0)=0;(3*1)/(2/1)=1
(2*3)*(4+4)=48;(3/4)/(5-5)=59
(1+3)*(0*4)=0;(2-4)/(1/5)=1
(0+4)+(0-3)=1;(1-5)-(1*4)=2
(3-1)+(3-0)=5;(4*2)-(4*1)=6
(4+2)*(3-1)=12;(5-3)/(4*2)=23
(2+3)-(3-0)=2;(3-4)*(4*1)=3
(1*0)+(1+0)=1;(2/1)-(2-1)=2
(0*2)*(1+0)=0;(1/3)/(2-1)=1
1*3=3;2/4=4
(1+2)+(2-1)=4;(2-3)-(3*2)=5
(4+1)+(4+4)=13;(5-2)-(5-5)=24
(3+3)-(0-0)=6;(4-4)*(1*1)=7
(3*0)+(2+3)=5;(4/1)-(3-4)=6
(3*4)-(4-0)=8;(4/5)*(5*1)=9
(2+3)*(0*4)=0;(3-4)/(1/5)=1
(4-0)-(1*4)=0;(5*1)*(2/5)=1
(4+3)*(3*1)=21;(5-4)/(4/2)=32
(4-2)+(0*2)=2;(5*3)-(1/3)=3
(3+4)+(0-3)=4;(4-5)-(1*4)=5
3+(3-2)=4;4-(4*3)=5
(2*4)-(0+4)=4;(3/5)*(1-5)=5
0+(4-0)=4;1-(5*1)=5
(0-3)+(3*1)=0;(1*4)-(4/2)=1
(1+0)+(4-1)=4;(2-1)-(5*2)=5
(2*4)*(0*3)=0;(3/5)/(1/4)=1
(4*2)-(1-2)=9;(5/3)*(2*3)=0
(4+1)+(1-0)=6;(5-2)-(2*1)=7
(3-3)+(4-1)=3;(4*4)-(5*2)=4
(1-0)*(2*1)=2;(2*1)/(3/2)=3
(1+3)+(3-3)=4;(2-4)-(4*4)=5
(1-3)*(0*1)=0;(2*4)/(1/2)=1
(2*0)*(3-1)=0;(3/1)/(4*2)=1
(3-3)+(1+1)=2;(4*4)-(2-2)=3
(1*4)*(3+3)=24;(2/5)/(4-4)=35
(2*0)+(3*2)=6;(3/1)-(4/3)=7
(1*4)*(2*4)=32;(2/5)/(3/5)=43
(4*1)-(3+0)=1;(5/2)*(4-1)=2
(2-3)+(1+4)=4;(3*4)-(2-5)=5
(0-0)*(4*3)=0;(1*1)/(5/4)=1
(2*2)-(2-2)=4;(3/3)*(3*3)=5
(2*3)*(0*4)=0;(3/4)/(1/5)=1
(4-0)+(1+1)=6;(5*1)-(2-2)=7
(4-2)+(2-4)=0;(5*3)-(3*5)=1
(3*2)-0=6;(4/3)*1=7
1+(0*0)=1;2-(1/1)=2
0*(4*0)=0;1/(5/1)=1
(2+4)*(1+0)=6;(3-5)/(2-1)=7
2+(4-1)=5;3-(5*2)=6
3+(0*0)=3;4-(1/1)=4
3-(0*3)=3;4*(1/4)=4
(0+3)-(1-1)=3;(1-4)*(2*2)=4
(4-1)+1=4;(5*2)-2=5
(4+4)-(2*0)=8;(5-5)*(3/1)=9
(3*1)*(3+3)=18;(4/2)/(4-4)=29
(4*4)+(3-1)=18;(5/5)-(4*2)=29
(1-4)+(4*2)=5;(2*5)-(5/3)=6
(4*4)+(2+1)=19;(5/5)-(3-2)=20
(2-4)+(4+1)=3;(3*5)-(5-2)=4
(1*0)+3=3;(2/1)-4=4
(2+0)+(2+0)=4;(3-1)-(3-1)=5
(2-0)*1=2;(3*1)/2=3
(1*3)+(2-0)=5;(2/4)-(3*1)=6
4+(0+3)=7;5-(1-4)=8
(4*4)-(1*3)=13;(5/5)*(2/4)=24
(3*1)+(3+2)=8;(4/2)-(4-3)=9
(4*0)*(3+0)=0;(5/1)/(4-1)=1
(2*1)+(2*0)=2;(3/2)-(3/1)=3
(2-1)-(1-4)=4;(3*2)*(2*5)=5
(1+3)-1=3;(2-4)*2=4
(4+0)-(0*4)=4;(5-1)*(1/5)=5
(3+4)-(3*0)=7;(4-5)*(4/1)=8
(4-2)*(2+1)=6;(5*3)/(3-2)=7
(4+4)+(0+0)=8;(5-5)-(1-1)=9
(1+3)+(1-0)=5;(2-4)-(2*1)=6
(2+1)+(2-0)=5;(3-2)-(3*1)=6
(3*2)-(1-4)=9;(4/3)*(2*5)=0
(2*2)-(0*4)=4;(3/3)*(1/5)=5
(3+0)*(1*3)=9;(4-1)/(2/4)=0
(3-0)*(4+1)=15;(4*1)/(5-2)=26
(4+3)*(1*0)=0;(5-4)/(2/1)=1
(1*3)*(0+3)=9;(2/4)/(1-4)=0
(2+4)+(2+3)=11;(3-5)-(3-4)=22
(2-0)+(1+3)=6;(3*1)-(2-4)=7
(1+3)+(1*2)=6;(2-4)-(2/3)=7
(4-2)+(1*4)=6;(5*3)-(2/5)=7
(3+1)*(2+1)=12;(4-2)/(3-2)=23
(0*1)*(4+4)=0;(1/2)/(5-5)=1
(4-4)+(3*0)=0;(5*5)-(4/1)=1
(3-4)*(0-0)=0;(4*5)/(1*1)=1
(3*1)+(4*1)=7;(4/2)-(5/2)=8
(4+4)+(3+4)=15;(5-5)-(4-5)=26
(0-0)*(1+2)=0;(1*1)/(2-3)=1
(1+3)*(3-1)=8;(2-4)/(4*2)=9
(2-1)+(0+3)=4;(3*2)-(1-4)=5
(2-3)+4=3;(3*4)-5=4
(4*3)*(3+4)=84;(5/4)/(4-5)=95
(3+3)+(0-3)=3;(4-4)-(1*4)=4
(3+0)*(0+2)=6;(4-1)/(1-3)=7
(2*4)+(2*1)=10;(3/5)-(3/2)=21
(2-2)+(2+3)=5;(3*3)-(3-4)=6
(4+0)+(4-3)=5;(5-1)-(5*4)=6
(1+1)+(3*2)=8;(2-2)-(4/3)=9
(2-0)+(4+1)=7;(3*1)-(5-2)=8
(2-4)*(0-4)=8;(3*5)/(1*5)=9
(3+2)+(4+2)=11;(4-3)-(5-3)=22
(1*3)+(0+2)=5;(2/4)-(1-3)=6
(4-0)+(2*2)=8;(5*1)-(3/3)=9
(2+4)+(4-4)=6;(3-5)-(5*5)=7
(1*2)+(1*4)=6;(2/3)-(2/5)=7
(0+3)*2=6;(1-4)/3=7
(2*1)+(0*1)=2;(3/2)-(1/2)=3
(4*2)-(4*0)=8;(5/3)*(5/1)=9
(4-1)+(1*3)=6;(5*2)-(2/4)=7
(0+0)*(3+2)=0;(1-1)/(4-3)=1
(2*1)-(0-4)=6;(3/2)*(1*5)=7
4+(1-3)=2;5-(2*4)=3
(3+0)+(0*1)=3;(4-1)-(1/2)=4
(3*0)+(2+4)=6;(4/1)-(3-5)=7
(2*1)*(0-0)=0;(3/2)/(1*1)=1
(1+3)+(2+2)=8;(2-4)-(3-3)=9
(3*4)+(3+4)=19;(4/5)-(4-5)=20
(2+4)*(3*3)=54;(3-5)/(4/4)=65
(0*3)+(4+1)=5;(1/4)-(5-2)=6
(0*2)+(1+0)=1;(1/3)-(2-1)=2
(0+4)-(0*1)=4;(1-5)*(1/2)=5
(1-0)*(3+3)=6;(2*1)/(4-4)=7
(3+3)-4=2;(4-4)*5=3
(3-1)*(3+1)=8;(4*2)/(4-2)=9
(4-0)+(3*1)=7;(5*1)-(4/2)=8
(0+4)*(2-0)=8;(1-5)/(3*1)=9
(3*0)*(3-1)=0;(4/1)/(4*2)=1
(0*4)-(3-3)=0;(1/5)*(4*4)=1
(4+2)+2=8;(5-3)-3=9
(1+0)+(2+3)=6;(2-1)-(3-4)=7
(0+2)-(1-4)=5;(1-3)*(2*5)=6
(3+1)-(0+2)=2;(4-2)*(1-3)=3
(0*3)*(3-1)=0;(1/4)/(4*2)=1
(3-0)+(3*0)=3;(4*1)-(4/1)=4
(2*0)-(0-1)=1;(3/1)*(1*2)=2
3+(3+3)=9;4-(4-4)=0
(1-0)*(1+2)=3;(2*1)/(2-3)=4
(3*3)+(2+0)=11;(4/4)-(3-1)=22
(2+1)*(1*0)=0;(3-2)/(2/1)=1
(0*4)+1=1;(1/5)-2=2
(4*1)+(1-2)=3;(5/2)-(2*3)=4
(0+1)-(2*0)=1;(1-2)*(3/1)=2
(2+4)-(0+1)=5;(3-5)*(1-2)=6
(4-1)+(3-4)=2;(5*2)-(4*5)=3
(2*1)*(0*3)=0;(3/2)/(1/4)=1
(1*4)+(1*0)=4;(2/5)-(2/1)=5
(1+4)*(3*2)=30;(2-5)/(4/3)=41
(3+3)+(3+4)=13;(4-4)-(4-5)=24
(1-3)+(4+2)=4;(2*4)-(5-3)=5
(4*1)*(4-0)=16;(5/2)/(5*1)=27
(1-4)+(3*2)=3;(2*5)-(4/3)=4
(0-3)+(2+3)=2;(1*4)-(3-4)=3
(2*4)*(4+1)=40;(3/5)/(5-2)=51
(2-2)-(2-3)=1;(3*3)*(3*4)=2
(2*0)+(2*0)=0;(3/1)-(3/1)=1
(1*1)+(1+4)=6;(2/2)-(2-5)=7
(4*4)+(0*4)=16;(5/5)-(1/5)=27
(1-2)*(0-3)=3;(2*3)/(1*4)=4
(3*2)*(4-0)=24;(4/3)/(5*1)=35
(4-2)+3=5;(5*3)-4=6
(0+0)*4=0;(1-1)/5=1
4*(2+3)=20;5/(3-4)=31
4-(0-3)=7;5*(1*4)=8
(3+3)-(2-3)=7;(4-4)*(3*4)=8
(2*0)+(4*3)=12;(3/1)-(5/4)=23
(2*0)+(3+2)=5;(3/1)-(4-3)=6
(2+3)*(0+3)=15;(3-4)/(1-4)=26
(4*3)-(2*0)=12;(5/4)*(3/1)=23
(2+0)-(1-1)=2;(3-1)*(2*2)=3
(3*4)*(1*3)=36;(4/5)/(2/4)=47
(4+1)-(2+0)=3;(5-2)*(3-1)=4
(3*3)+(4*0)=9;(4/4)-(5/1)=0
(2+0)+(2-1)=3;(3-1)-(3*2)=4
(3*1)+(1+1)=5;(4/2)-(2-2)=6
(1*3)+(4*0)=3;(2/4)-(5/1)=4
(4*2)-(4+4)=0;(5/3)*(5-5)=1
(1-2)*(1-3)=2;(2*3)/(2*4)=3
(4*1)+(2+1)=7;(5/2)-(3-2)=8
(0*3)-(1-3)=2;(1/4)*(2*4)=3
(3+4)-(4+0)=3;(4-5)*(5-1)=4
(3-1)*(0*2)=0;(4*2)/(1/3)=1
(0-2)+(3*2)=4;(1*3)-(4/3)=5
(0+0)+(2*2)=4;(1-1)-(3/3)=5
(3*2)+(1+4)=11;(4/3)-(2-5)=22
(3+2)-(3+1)=1;(4-3)*(4-2)=2
(0*3)+(2-1)=1;(1/4)-(3*2)=2
(2-1)*(3*4)=12;(3*2)/(4/5)=23
(3+1)*(0+3)=12;(4-2)/(1-4)=23
(4*3)*(0*3)=0;(5/4)/(1/4)=1
(0*2)*(3*1)=0;(1/3)/(4/2)=1
(3*3)+(4*4)=25;(4/4)-(5/5)=36
(2+1)*(3+0)=9;(3-2)/(4-1)=0
(3*2)-(1+3)=2;(4/3)*(2-4)=3
(0-4)-(0-4)=0;(1*5)*(1*5)=1
(4+3)*(0*0)=0;(5-4)/(1/1)=1
(1*2)*(3+3)=12;(2/3)/(4-4)=23
(4-0)*(3*4)=48;(5*1)/(4/5)=59
(1*3)*(3*0)=0;(2/4)/(4/1)=1
1*(4-3)=1;2/(5*4)=2
(0*3)+(1+0)=1;(1/4)-(2-1)=2
(4-0)*(3*2)=24;(5*1)/(4/3)=35
(4*1)*2=8;(5/2)/3=9
3+(3-3)=3;4-(4*4)=4
0*(3+4)=0;1/(4-5)=1
(3*0)*(4-1)=0;(4/1)/(5*2)=1
(2+3)+3=8;(3-4)-4=9
(3*1)+(3*3)=12;(4/2)-(4/4)=23
(2-4)-(1-3)=0;(3*5)*(2*4)=1
(2-1)*(0+4)=4;(3*2)/(1-5)=5
(4*1)*(3+1)=16;(5/2)/(4-2)=27
(4-2)*(4-3)=2;(5*3)/(5*4)=3
(3-3)+(0*0)=0;(4*4)-(1/1)=1
(4-2)+(0-0)=2;(5*3)-(1*1)=3
(3*3)+(2-2)=9;(4/4)-(3*3)=0
(2+2)-(0*1)=4;(3-3)*(1/2)=5
(3*2)*(4-2)=12;(4/3)/(5*3)=23
(0*2)+(1+2)=3;(1/3)-(2-3)=4
(1*2)+(4-4)=2;(2/3)-(5*5)=3
(0+0)+(0+4)=4;(1-1)-(1-5)=5
(4*3)-(0-3)=15;(5/4)*(1*4)=26
(3*0)-(0*1)=0;(4/1)*(1/2)=1
(2+1)+(4-1)=6;(3-2)-(5*2)=7
(1*1)+(2+3)=6;(2/2)-(3-4)=7
(2*3)-(3-3)=6;(3/4)*(4*4)=7
(4*4)-(4*0)=16;(5/5)*(5/1)=27
(3+0)+(3-0)=6;(4-1)-(4*1)=7
(2+2)-(0-3)=7;(3-3)*(1*4)=8
2*(2-2)=0;3/(3*3)=1
(0+2)-(1-3)=4;(1-3)*(2*4)=5
(2*4)-(3-2)=7;(3/5)*(4*3)=8
(3+0)*(1+4)=15;(4-1)/(2-5)=26
(1+2)+(4+3)=10;(2-3)-(5-4)=21
(1-2)+(2*3)=5;(2*3)-(3/4)=6
4+(4*1)=8;5-(5/2)=9
(2+3)+(2*0)=5;(3-4)-(3/1)=6
2-(2-4)=4;3*(3*5)=5
(0+0)+(3+4)=7;(1-1)-(4-5)=8
(2-2)*(2+4)=0;(3*3)/(3-5)=1
(3*2)*(2*4)=48;(4/3)/(3/5)=59
(3+2)+(0+0)=5;(4-3)-(1-1)=6
(2*1)*(1*3)=6;(3/2)/(2/4)=7
(1+1)*3=6;(2-2)/4=7
(0*3)*2=0;(1/4)/3=1
(1-0)*(0+1)=1;(2*1)/(1-2)=2
(3+4)+(2+4)=13;(4-5)-(3-5)=24
(4+2)*(2+0)=12;(5-3)/(3-1)=23
(4+3)*(0+2)=14;(5-4)/(1-3)=25
(3*4)-(3+3)=6;(4/5)*(4-4)=7
(4+0)+(2-1)=5;(5-1)-(3*2)=6
(1+0)*2=2;(2-1)/3=3
(1*4)-(3+0)=1;(2/5)*(4-1)=2
(4+4)+(4-4)=8;(5-5)-(5*5)=9
(3*1)-(1+1)=1;(4/2)*(2-2)=2
(4+0)*(3*3)=36;(5-1)/(4/4)=47
(2*3)-(3+0)=3;(3/4)*(4-1)=4
(1*1)+(2*2)=5;(2/2)-(3/3)=6
(0*2)+(4+4)=8;(1/3)-(5-5)=9
(4-4)*(0*3)=0;(5*5)/(1/4)=1
(0+1)+(2-1)=2;(1-2)-(3*2)=3
(0-3)+(4*3)=9;(1*4)-(5/4)=0
(0*2)*(4*2)=0;(1/3)/(5/3)=1
(2+4)-3=3;(3-5)*4=4
(2+4)+(4+3)=13;(3-5)-(5-4)=24
(4-0)*(1*2)=8;(5*1)/(2/3)=9
(2*2)-(0+2)=2;(3/3)*(1-3)=3
(0+2)*(2-1)=2;(1-3)/(3*2)=3
(2-2)+(3-1)=2;(3*3)-(4*2)=3
(0-4)+(4+0)=0;(1*5)-(5-1)=1
(4*4)+(2*0)=16;(5/5)-(3/1)=27
(3+0)-(0-4)=7;(4-1)*(1*5)=8
(3*4)-(2*0)=12;(4/5)*(3/1)=23
(1+2)*(0*3)=0;(2-3)/(1/4)=1
(1*4)*(1-0)=4;(2/5)/(2*1)=5
(2-2)*(0-2)=0;(3*3)/(1*3)=1
(0+3)*(0*4)=0;(1-4)/(1/5)=1
(1*3)+3=6;(2/4)-4=7
(1-0)-(4-4)=1;(2*1)*(5*5)=2
(1*0)*(4-3)=0;(2/1)/(5*4)=1
(3-2)*(1+4)=5;(4*3)/(2-5)=6
(2*2)+(4+0)=8;(3/3)-(5-1)=9
(0*2)*(3-4)=0;(1/3)/(4*5)=1
(1-1)-0=0;(2*2)*1=1
(1-2)*(1-1)=0;(2*3)/(2*2)=1
(1*4)-(3-4)=5;(2/5)*(4*5)=6
(4*2)*(0+0)=0;(5/3)/(1-1)=1
0-(0+0)=0;1*(1-1)=1
(1+0)-(2-2)=1;(2-1)*(3*3)=2
(3-2)+(3*4)=13;(4*3)-(4/5)=24
(0*4)*(3-2)=0;(1/5)/(4*3)=1
(3-2)+(4-2)=3;(4*3)-(5*3)=4
(1*4)*(3-2)=4;(2/5)/(4*3)=5
(2*1)*(4+3)=14;(3/2)/(5-4)=25
(0+3)*(4*3)=36;(1-4)/(5/4)=47
(1*4)+(0+2)=6;(2/5)-(1-3)=7
(0*4)*(3*0)=0;(1/5)/(4/1)=1
(4*0)+(3*3)=9;(5/1)-(4/4)=0
(2-4)+(2+3)=3;(3*5)-(3-4)=4
(1*1)+(4+0)=5;(2/2)-(5-1)=6
(2*1)-(0*0)=2;(3/2)*(1/1)=3
(3*3)+(2+2)=13;(4/4)-(3-3)=24
(3*4)*(4+2)=72;(4/5)/(5-3)=83
(3*3)*(2-0)=18;(4/4)/(3*1)=29
(3-3)+(0*1)=0;(4*4)-(1/2)=1
(2+1)+4=7;(3-2)-5=8
(2-1)+(1*3)=4;(3*2)-(2/4)=5
(1+1)+(4-3)=3;(2-2)-(5*4)=4
(3*0)*(4*3)=0;(4/1)/(5/4)=1
(2+4)-(1-3)=8;(3-5)*(2*4)=9
(3+0)-(1-0)=2;(4-1)*(2*1)=3
(2*2)-(0-3)=7;(3/3)*(1*4)=8
(1-1)-(2-2)=0;(2*2)*(3*3)=1
(3*0)*(1-3)=0;(4/1)/(2*4)=1
(1*4)*(3*1)=12;(2/5)/(4/2)=23
(1-0)+(2*1)=3;(2*1)-(3/2)=4
(0+3)+(2*0)=3;(1-4)-(3/1)=4
(0*0)+(4*0)=0;(1/1)-(5/1)=1
(0+3)+(1-3)=1;(1-4)-(2*4)=2
(2-2)*(3-2)=0;(3*3)/(4*3)=1
(1+2)+(3*0)=3;(2-3)-(4/1)=4
(4*4)*(0*2)=0;(5/5)/(1/3)=1
(2*3)*(2*4)=48;(3/4)/(3/5)=59
(4+4)+(1-2)=7;(5-5)-(2*3)=8
(3*4)-(2-1)=11;(4/5)*(3*2)=22
(1+3)*(4*1)=16;(2-4)/(5/2)=27
(0+1)*(3*4)=12;(1-2)/(4/5)=23
(4+1)+(4*3)=17;(5-2)-(5/4)=28
(1+4)*(4-1)=15;(2-5)/(5*2)=26
(2-2)*(0*3)=0;(3*3)/(1/4)=1
(3+3)*(3+2)=30;(4-4)/(4-3)=41
(3*4)*(2*1)=24;(4/5)/(3/2)=35
(3*4)*(1+0)=12;(4/5)/(2-1)=23
(0*2)-(2-3)=1;(1/3)*(3*4)=2
(2+1)-(0*2)=3;(3-2)*(1/3)=4
(0-1)-(0-2)=1;(1*2)*(1*3)=2
(2+0)*(2+2)=8;(3-1)/(3-3)=9
(2-0)+(4+4)=10;(3*1)-(5-5)=21
(1+4)-(0*1)=5;(2-5)*(1/2)=6
(1-3)+(1+4)=3;(2*4)-(2-5)=4
(4-2)*(4*4)=32;(5*3)/(5/5)=43
(3+4)-(3*1)=4;(4-5)*(4/2)=5
(2+3)*(3-3)=0;(3-4)/(4*4)=1
(3*0)-(1-3)=2;(4/1)*(2*4)=3
(2+2)*(2-0)=8;(3-3)/(3*1)=9
(1-0)-(0*2)=1;(2*1)*(1/3)=2
(2+2)*(0+3)=12;(3-3)/(1-4)=23
(3*0)*(3+1)=0;(4/1)/(4-2)=1
(4+4)*(3*3)=72;(5-5)/(4/4)=83
(4+4)-(0+4)=4;(5-5)*(1-5)=5
2*(2+0)=4;3/(3-1)=5
(2+4)*(0+4)=24;(3-5)/(1-5)=35
(3-3)+(2+1)=3;(4*4)-(3-2)=4
(2*4)+(3-1)=10;(3/5)-(4*2)=21
(2-1)*(1*3)=3;(3*2)/(2/4)=4
2+(3-3)=2;3-(4*4)=3
(0+3)+(1+2)=6;(1-4)-(2-3)=7
(1*3)+(1*0)=3;(2/4)-(2/1)=4
(4-1)*(4+2)=18;(5*2)/(5-3)=29
(2*2)+(3*3)=13;(3/3)-(4/4)=24
(4-1)+(3+4)=10;(5*2)-(4-5)=21
(4*4)+(4+1)=21;(5/5)-(5-2)=32
(2*4)*(1*4)=32;(3/5)/(2/5)=43
(4*0)*(2*3)=0;(5/1)/(3/4)=1
(4+4)*1=8;(5-5)/2=9
(3+2)-(1-2)=6;(4-3)*(2*3)=7
(4*3)+(1-0)=13;(5/4)-(2*1)=24
(4*1)+(1*2)=6;(5/2)-(2/3)=7
(0+1)-(0-3)=4;(1-2)*(1*4)=5
